2.964403282138540874e+00,7.970320103366391074e+00,6.516516702871697042e+00,-8.626723122463191284e-01,9.160085430234765624e+00,2.469591461191468884e+00,-3.239972299850030435e+00
-7.559152987736945661e+00,-2.040772888820144626e+00,-1.842333753760831527e+00,6.169437087727189795e-01,5.013989271868818598e+00,-7.111710768918335646e-01,2.159274982972048562e+00
-7.278211475431068500e+00,-1.695201299595045175e+00,-3.358397561066014392e-01,1.742619267282313755e+00,4.147792172455242898e+00,2.561490411424111269e+00,-1.605002652658740758e-01
-9.158309974880676663e+00,-2.430677213894229194e+00,-2.084019449430494220e+00,1.366117634797896718e+00,4.061895867985692021e+00,6.490655657263386669e-01,-1.219807003346665475e+00
-6.905963142610858974e+00,-1.124897956926162568e+00,-6.947031468526042586e-01,6.580091784790510490e-01,5.522795390936568793e+00,1.737654397322902389e+00,-3.046601955013507612e-01
-2.700798482798434819e+00,3.046136892840018540e+00,-3.681435606115313619e-01,-1.128209789764950788e+00,6.110403037534594795e+00,1.095692908520085274e+00,4.126575135214586298e-01
2.182718703302128915e+00,7.715101971641098899e+00,4.686756639645098588e+00,-2.271596801678632094e+00,7.377372044084077984e+00,6.700931956300698822e+00,-1.732937158705458724e+00
9.957322376392175656e+00,1.318523155974036243e+01,6.668826995703841298e+00,-3.795514743272973224e+00,1.019845074917413363e+01,5.049851385548022265e+00,1.454185187179910077e+00
-2.031881778820141093e+00,5.896908749135494787e+00,-2.335921702878817285e+00,-5.517051963843752738e+00,6.274550353209267683e+00,7.714199864066037526e-02,7.090873989583126313e-01
1.656134554809161052e+00,3.618603277105397975e+00,1.288363198616443661e+00,3.467749732205585578e-01,7.396305862269367815e+00,3.719933450932388030e+00,2.313532547250730431e+00
-3.154009298632793001e+00,-3.384489109979835902e-02,-1.451376527224784274e+00,7.282667862377497636e-01,5.676450248581759617e+00,2.717390913364318372e+00,1.029427659672082385e+00
-2.147085610116579701e+01,-1.468143195590382888e+01,-1.067145570450195535e+01,3.929806160265044035e+00,4.798729108524006914e-01,-7.709212601118353714e-01,-2.962976855783407082e+00
-8.835030413401032234e+00,-5.776503180871716658e+00,-5.250793485642075709e+00,2.507634647222920510e+00,5.464576493201196428e+00,5.313043440347611224e-01,3.588019077479197350e+00
1.979544897652347979e+00,3.724802797027232604e+00,1.193224581259938327e-01,9.566237700065884919e-01,1.002211798355796724e+01,-1.242263964624402028e+00,3.317414358167974253e+00
5.696681657352757888e+00,2.272605203962797304e+00,8.135073241244814568e-01,1.593740242699882126e+00,9.233329028986947407e+00,-1.902535853480142314e-01,1.411957358132431173e+00
